03.12.2018 RGB-PI Database for MAME 2010 (0.139) by @Fran_Tron

Name, H pixels, Scanlines, Frame Rate, H position, H zoom, V position, 
H Front Porch, H Sync, H Back Porch, V Sync, H Frequency, Core, Orientation.

Name          :  Name of game(zip) to launch.
H pixels      :  Horizontal resolution.
Scanlines     :  Vertical resolution of the game, number of lines of the game.
Frame Rate    :  Frame Rate of the game in Hz.

H Position    :  Horizontal Position, use this value to move screen horizontally.
H Zoom        :  Horizontal Zoom, use this value to zoom/unzoom horizontal screen.
V Position    :  Vertical Position, use this value to move screen vertically.

H Front Porch :  Horizontal Front Porch
H Sync        :  Horizontal Synchronisation
H Back Porch  :  Horizontal Back Porch
V Sync        :  Vertical  Synchronisation
H Frequency   :  Horizontal Frequency, can be tweaked to force 625 lines mode (e.g. 15840 at 55Hz)

Core          :  Libretro core to use.
Orientation   :  Game Orientation, can be HORIZONTAL(H) or VERTICAL(V).

berabohmo 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
mmaze 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
bakutotu 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
wldcourt 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
splatter 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
splattero 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
splatterj 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
faceoff 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
rompers 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 V
romperso 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 V
blastoff 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 V
ws89 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
dangseed 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 V
ws90 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
pistoldm 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
boxyboy 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
soukobdx 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
puzlclub 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 V
tankfrce 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
tankfrce4 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
tankfrcej 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 mame2010 H
finallap 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finallapd 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finallapc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finallapjc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finallapjb 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
assault 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
assaultj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
assaultp 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
metlhawk 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
metlhawkj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
ordyne 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
ordynej 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
mirninja 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
phelios 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dirtfoxj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
fourtrax 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
valkyrie 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
finehour 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
burnforc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
burnforco 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
marvland 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
marvlandj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
kyukaidk 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
kyukaidko 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
dsaber 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dsaberj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
finalap2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finalap2j 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
gollygho 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
rthun2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
rthun2j 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sgunner 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sgunnerj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sgunner2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sgunner2j 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
cosmogng 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
cosmogngj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
bubbletr 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finalap3 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finalap3a 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
finalap3j 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
luckywld 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
luckywldj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
suzuka8h 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
suzuka8hj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sws 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sws92 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sws92g 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
suzuk8h2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
sws93 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
speedrcr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
finalapr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
finalaprj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
finalapro 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
bkrtmaq 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cgangpzl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cgangpzlj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
exvania 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
fghtatck 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
fa 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
knckhead 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
knckheadj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
swcourt 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
swcourtj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
emeralda 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
emeraldaj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
emeraldaja 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
numanath 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
numanathj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
quiztou 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tinklpit 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
xday2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
nebulray 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 V
nebulrayj 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 V
ptblank 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
gunbuletj 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
gunbuletw 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
gslugrsj 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
gslgr94u 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
gslgr94j 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
sws95 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
sws96 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
sws97 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
vshoot 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
outfxies 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
outfxiesj 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
machbrkr 1920 224 59.700000 -4 -27 3 48 192 240 5 15734 mame2010 H
ncv1 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
ncv1j 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
ncv1j2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
ncv2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
ncv2j 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
winrun 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
winrun91 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
solvalou 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
starblad 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
driveyes 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
aircomb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
aircombj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cybsled 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cybsledj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gal3 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ridgerac 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ridgeracb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ridgeracj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ridgerac3 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
rrf 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
acedrvrw 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
alpinerd 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
alpinerc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ridgera2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ridgera2j 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ridgera2ja 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
raveracw 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
raveracj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
raveracja 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
airco22b 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
alpinr2b 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
alpinr2a 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cybrcomm 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cybrcycc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
timecris 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
timecrisa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dirtdash 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
victlapw 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
alpinesa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
propcycl 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tokyowar 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
aquajet 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
finlflng 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
motoxgo 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
rapidrvr 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
rapidrvr2 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
downhill 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
timecrs2 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
timecrs2b 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
timecrs2c 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
panicprk 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
gunwars 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
500gp 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
finfurl2 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
finfurl2j 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
crszone 1920 240 59.882400 -4 -27 3 48 192 240 5 15734 mame2010 H
dragchrn 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
netchu02 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
soulclb2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
soulcl2a 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tekken4 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tekken4a 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tekken4b 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
timecrs3 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
zgundm 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
fghtjam 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sukuinuf 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
zgundmdx 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
soulclb3 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tekken51 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
kinniku 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
taiko9 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
taiko10 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
20pacgal 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
20pacgalr4 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
20pacgalr2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
20pacgalr1 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
turrett 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cosmicg 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
cosmica 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
cosmica1 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
cosmica2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
nomnlnd 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
nomnlndg 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
magspot 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
magspot2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
panic 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
panic2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
panic3 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
panich 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
panicger 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
devzone 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
devzone2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
cheekyms 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
zerohour 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
redclash 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
redclasha 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
redclashk 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
cavenger 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ladybug 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
ladybugb 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
ladybgb2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
snapjack 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sraider 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
dorodon 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
dorodon2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
mrdo 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 mame2010 V
mrdoy 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 mame2010 V
mrdot 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 mame2010 V
mrdofix 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 mame2010 V
mrlo 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 mame2010 V
mrdu 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 mame2010 V
yankeedo 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 mame2010 V
docastle 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 V
docastle2 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 V
docastleo 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 V
douni 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 V
dorunrun 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
dorunrun2 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
dorunrunc 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
dorunrunca 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
spiero 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
dowild 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
jjack 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 V
kickridr 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
idsoccer 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
idsoccera 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
asoccer 1920 192 59.600000 -4 -27 3 48 192 240 5 15734 mame2010 H
superdq 1920 240 59.940052 -4 -27 3 48 192 240 5 15734 mame2010 H
superdqs 1920 240 59.940052 -4 -27 3 48 192 240 5 15734 mame2010 H
superdqa 1920 240 59.940052 -4 -27 3 48 192 240 5 15734 mame2010 H
spacefev 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
spacefevo 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
spacefevo2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
highsplt 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
highsplta 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
highspltb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
spacelnc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
sheriff 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
bandido 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
helifire 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
helifirea 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
radarscp 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
radarscp1 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkong 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongo 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongjo 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongjo1 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongf 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongjr 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongjrj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongjnrj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongjrb 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
jrking 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkongjre 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkong3 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkong3j 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
dkong3b 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
mario 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 mame2010 H
marioe 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 mame2010 H
marioo 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 mame2010 H
marioj 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 mame2010 H
masao 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 mame2010 H
pestplce 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
spclforc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
spcfrcii 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
8ballact 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
8ballact2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
shootgal 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 H
drakton 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
drktnjr 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
strtheat 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
hunchbkd 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
sbdk 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
herbiedk 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
herodk 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
herodku 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
skyskipr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
popeye 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
popeyeu 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
popeyef 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
popeyebl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
punchout 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
punchita 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
spnchout 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
spnchoutj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
armwrest 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_tenis 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_mario 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_bball 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_bfght 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_ebike 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_golf 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_kngfu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_1942 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_smb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_vball 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_duckh 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_hgaly 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_wgnmn 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_grdus 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_grdue 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_tkfld 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_pwrst 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_trjan 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_cvnia 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_dbldr 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_rnatk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_rygar 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_cntra 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_goons 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_mtoid 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_radrc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_miket 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_rcpam 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pc_ngaid 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
