03.12.2018 RGB-PI Database for MAME 2010 (0.139) by @Fran_Tron

Name, H pixels, Scanlines, Frame Rate, H position, H zoom, V position, 
H Front Porch, H Sync, H Back Porch, V Sync, H Frequency, Core, Orientation.

Name          :  Name of game(zip) to launch.
H pixels      :  Horizontal resolution.
Scanlines     :  Vertical resolution of the game, number of lines of the game.
Frame Rate    :  Frame Rate of the game in Hz.

H Position    :  Horizontal Position, use this value to move screen horizontally.
H Zoom        :  Horizontal Zoom, use this value to zoom/unzoom horizontal screen.
V Position    :  Vertical Position, use this value to move screen vertically.

H Front Porch :  Horizontal Front Porch
H Sync        :  Horizontal Synchronisation
H Back Porch  :  Horizontal Back Porch
V Sync        :  Vertical  Synchronisation
H Frequency   :  Horizontal Frequency, can be tweaked to force 625 lines mode (e.g. 15840 at 55Hz)

Core          :  Libretro core to use.
Orientation   :  Game Orientation, can be HORIZONTAL(H) or VERTICAL(V).

kbm3rd 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
popn5 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
popn7 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
thunderh 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
thunderhu 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
slrasslt 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gticlub 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gticluba 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gticlubj 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hangplt 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
nbapbp 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
terabrst 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
terabrsta 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gradius4 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sscope 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sscopea 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sscopeb 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sscope2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
racingj 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
racingj2 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
thrilld 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
thrilldb 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
midnrun 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
windheat 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
windheatu 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
windheatj 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
waveshrk 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
polystar 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
totlvice 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
totlvicj 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
btltryst 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
heatof11 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
evilngt 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hellngt 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
carpolo 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sidetrac 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
targ 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
targc 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
spectar 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
spectar1 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
rallys 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
panzer 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
phantoma 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
phantom 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
venture 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
venture2 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
venture4 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
teetert 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
mtrap 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
mtrap3 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
mtrap4 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
pepper2 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
hardhat 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
fax 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
fax2 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
circus 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
circusse 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
robotbwl 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
crash 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
smash 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ripcord 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
starfire 1920 224 59.824356 -4 -27 3 48 192 240 5 15734 mame2010 H
starfirea 1920 224 59.824356 -4 -27 3 48 192 240 5 15734 mame2010 H
fireone 1920 224 59.824356 -4 -27 3 48 192 240 5 15734 mame2010 H
starfir2 1920 224 59.824356 -4 -27 3 48 192 240 5 15734 mame2010 H
victory 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
victorba 1920 256 59.996811 -4 -27 3 48 192 240 5 15734 mame2010 H
crossbow 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cheyenne 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
combat 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
catch22 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cracksht 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
claypign 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
chiller 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
topsecex 1920 236 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hitnmiss 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hitnmiss2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
whodunit 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
showdown 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
yukon 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
yukon1 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mf_achas 1920 225 59.923329 -4 -27 3 48 192 240 5 15734 mame2010 H
mf_brist 1920 225 59.923329 -4 -27 3 48 192 240 5 15734 mame2010 H
mf_flip 1920 225 59.923329 -4 -27 3 48 192 240 5 15734 mame2010 H
mf_bdash 1920 225 59.923329 -4 -27 3 48 192 240 5 15734 mame2010 H
cball 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
copsnrob 1920 208 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
flyball 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sprint2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sprint2a 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sprint4 1920 224 60.114504 -4 -27 3 48 192 240 5 15734 mame2010 H
sprint4a 1920 224 60.114504 -4 -27 3 48 192 240 5 15734 mame2010 H
nitedrvr 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dominos 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
triplhnt 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sprint8 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sprint8a 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dragrace 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
poolshrk 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
starshp1 1920 240 45.085878 -4 -27 3 48 192 240 5 15734 mame2010 H
starshpp 1920 240 45.085878 -4 -27 3 48 192 240 5 15734 mame2010 H
superbug 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
canyon 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
canyonp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
destroyr 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sprint1 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ultratnk 1920 224 60.114504 -4 -27 3 48 192 240 5 15734 mame2010 H
skyraid 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tourtabl 1920 200 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
tourtab2 1920 200 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
avalnche 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cascade 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
firetrk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
skydiver 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sbrkout3 1920 224 60.114504 -4 -27 3 48 192 240 5 15734 mame2010 V
sbrkout 1920 224 60.114504 -4 -27 3 48 192 240 5 15734 mame2010 V
atarifb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
atarifb1 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
orbit 1920 240 60.344828 -4 -27 3 48 192 240 5 15734 mame2010 H
boxer 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
wolfpack 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mgolf 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
videopin 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
atarifb4 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
subs 1920 224 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
bsktball 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
abaseb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
abaseb2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
montecar 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
soccer 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
missile 1920 231 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
missile2 1920 231 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
suprmatk 1920 231 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
suprmatkd 1920 231 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
mcombat 1920 231 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
mcombata 1920 231 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
warlords 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
centiped 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
centiped2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
centtime 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
centipdb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
centipdd 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
caterplr 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
millpac 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
magworm 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
mazeinv 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
milliped 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
millipdd 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
qwak 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
runaway 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
bullsdrt 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
cmmb162 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
tunhunt 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
tunhuntc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
liberatr 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
liberatr2 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
foodf 1920 224 60.810811 -4 -27 3 48 192 240 5 15734 mame2010 H
foodf2 1920 224 60.810811 -4 -27 3 48 192 240 5 15734 mame2010 H
foodfc 1920 224 60.810811 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastles 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastlesg 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastlesp 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastlesf 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastles3 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastles2 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastles1 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
ccastlesj 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
cloak 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cloaksp 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cloakfr 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cloakgr 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
agentx4 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
agentx3 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
agentx2 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
agentx1 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cloud9 1920 232 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
firebeas 1920 232 61.035156 -4 -27 3 48 192 240 5 15734 mame2010 H
firefox 1920 240 59.940052 -4 -27 3 48 192 240 5 15734 mame2010 H
firefoxa 1920 240 59.940052 -4 -27 3 48 192 240 5 15734 mame2010 H
jedi 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
peterpak 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
marble 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
marble2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
marble3 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
marble4 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
marble5 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
indytemp 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
indytemp2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
indytemp3 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
indytemp4 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
indytempd 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
indytempc 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadrunn 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadrunn2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadrunn1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblst 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblstg 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblst3 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblstg2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblst2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblstg1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblst1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblstc 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblstcg 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
roadblstc1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
paperboy 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
paperboyr2 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
paperboyr1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
ssprint 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
ssprint3 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
ssprint1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
ssprintg 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
ssprintg1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
ssprintf 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
ssprints 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprint 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprint2 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprint1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprintg 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprintg1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprintf 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprints 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
csprints1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
720 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
720r3 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
720r2 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
720r1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
720g 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
720gr1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 H
apb 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apb6 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apb5 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apb4 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apb3 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apb2 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apb1 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apbg 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
apbf 1920 192 60.096154 -4 -27 3 48 192 240 5 15734 mame2010 V
irobot 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
harddriv 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivb 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivg 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivj 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivb6 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivj6 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivb5 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivg4 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddriv3 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddriv2 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddriv1 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivc 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivcg 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivcb 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
harddrivc1 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrunj 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun5 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrune 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun4 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun3 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun3e 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun2 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun2e 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrun0 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
stunrunp 1920 228 60.201796 -4 -27 3 48 192 240 5 15734 mame2010 H
racedriv 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivb 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivg 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedriv4 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivb4 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivg4 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedriv3 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedriv2 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedriv1 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivb1 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivg1 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivc 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivcb 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivcg 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivc4 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivcb4 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivcg4 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivc2 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivc1 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
racedrivpan 1920 192 59.952038 -4 -27 3 48 192 240 5 15734 mame2010 H
steeltal 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
steeltalg 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
steeltal1 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
steeltalp 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
strtdriv 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
hdrivair 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
hdrivairp 1920 288 60.311206 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlet 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlets 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletj 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletg 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletj12 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletr9 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletgr8 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletr7 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletgr6 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletr5 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletr4 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletgr3 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletr2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntletr1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlet2p 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlet2pj 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlet2pg 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlet2pr3 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlet2pj2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gauntlet2pg1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gaunt2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gaunt2g 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gaunt22p 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gaunt22p1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
gaunt22pg 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
vindctr2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
vindctr2r2 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
vindctr2r1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
xybots 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
xybotsg 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
xybotsf 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
xybots1 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
xybots0 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
blstroid 1920 240 59.922743 -4 -27 3 48 192 240 5 15734 mame2010 H
