22.01.2019 RGB-PI Database for FBA 0.2.97.44 (0.197) by @Fran_Tron

Name, H pixels, Scanlines, Frame Rate, H position, H zoom, V position, 
H Front Porch, H Sync, H Back Porch, V Sync, H Frequency, Core, Orientation.

Name          :  Name of game(zip) to launch.
H pixels      :  Horizontal resolution.
Scanlines     :  Vertical resolution of the game, number of lines of the game.
Frame Rate    :  Frame Rate of the game in Hz.

H Position    :  Horizontal Position, use this value to move screen horizontally.
H Zoom        :  Horizontal Zoom, use this value to zoom/unzoom horizontal screen.
V Position    :  Vertical Position, use this value to move screen vertically.

H Front Porch :  Horizontal Front Porch
H Sync        :  Horizontal Synchronisation
H Back Porch  :  Horizontal Back Porch
V Sync        :  Vertical  Synchronisation
H Frequency   :  Horizontal Frequency, can be tweaked to force 625 lines mode (e.g. 15840 at 55Hz)

Core          :  Libretro core to use.
Orientation   :  Game Orientation, can be HORIZONTAL(H) or VERTICAL(V).

mirninja 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
missb2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
missmw96 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
missw02 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
missw96 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
missw96a 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
missw96b 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
missw96c 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mizubaku 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mj4simai 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mjgtaste 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mjleague 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mjnquest 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mjnquestb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2chal 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r11 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r14 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r20 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r21 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r30 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r31e 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r32e 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r42 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2r91 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk2ute 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk3 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk3p40 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk3r10 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mk3r20 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mkr4 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mktturbo 1920 254 54.706840 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mltiwars 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mmagic 1920 192 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mmancp2u 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmancp2ur1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmatrix 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmatrixd 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmatrixj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmaulers 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmaze 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmaze2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mmonkey 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mnchmobl 1920 240 57.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mnight 1920 192 59.610000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mnightj 1920 192 59.610000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moegonta 1920 240 58.232800 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mofflott 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
moguchan 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mogura 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mole 1920 200 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
momoko 1920 216 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
momokob 1920 216 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
momokoe 1920 216 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
monkelf 1920 224 56.191350 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moomesa 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moomesaaab 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moomesauab 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moomesauac 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moonal2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
moonal2b 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
moonaln 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncmw 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncptc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncreg 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrgx 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrs2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrs3 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrs4 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrsb 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrsl 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrst 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrstg 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrsto 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrstso 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrstu 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrstuk 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mooncrstuku 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
moonqsr 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
moonwar 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
moonwara 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
moremore 1920 224 57.500000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moremorp 1920 224 57.500000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mosaic 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mosaica 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
moshougi 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
motorace 1920 256 56.750000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
motos 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mototour 1920 256 56.750000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mouser 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mouserc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mpang 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mpangj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mpangjd 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mpangr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mpangu 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mpatrol 1920 252 56.737589 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mpatrolw 1920 252 56.737589 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mplanets 1920 240 61.419025 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mplanetsuk 1920 240 61.419025 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mranger 1920 252 56.737589 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mrdo 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrdofix 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrdot 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrdoy 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrdu 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrflea 1920 248 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrgoemon 1920 224 60.600000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mrheli 1920 256 55.017606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mrjong 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrkougar 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrkougar2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrkougb 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrkougb2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrlo 1920 192 59.943237 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrtnt 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrviking 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mrvikingj 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
ms4plus 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ms5pcb 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ms5plus 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msbingo 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mschamp 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mschamps 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
msgogo 1920 224 58.232800 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msgundam 1920 240 56.660000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msgundam1 1920 240 56.660000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msh 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msha 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshb 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshbr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msheartb 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mshh 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshjr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshu 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshud 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshuttle 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshuttle2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshuttlea 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshuttlej 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshuttlej2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsf 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfa 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfa1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfb 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfb1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfh 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfj1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfj2 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfu 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfu1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mshvsfu1d 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msisaac 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mslider 1920 240 60.186720 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug2 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug2t 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug3 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug3a 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug3b6 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug3h 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug3v 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug4 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug4h 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug5 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug5b 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug5h 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslug5w 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mslugx 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mspacmab 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacman 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmanbcc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmanbco 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmanbg 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmanbgd 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmanbhe 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmanblt 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmat 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmbe 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacmnf 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspacpls 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspuzzle 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mspuzzleg 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mstadium 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mstworld 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
msword 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mswordj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mswordr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mswordu 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtlchamp 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtlchamp1 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtlchampa 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtlchampj 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtlchampu 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtlchampu1 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtwins 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mtwinsb 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mugsmash 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
multchmp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
multchmpa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
multchmpk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
multi96 1920 224 57.500000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
musicbal 1920 224 56.400000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mustache 1920 248 56.747000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mustachei 1920 248 56.747000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mustang 1920 224 56.180000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mustangb 1920 224 56.180000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mustangb2 1920 224 56.180000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mustangs 1920 224 56.180000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mutantf 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mutantf2 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mutantf3 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mutantf4 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mutnat 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvp 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvpd 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvpj 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvpjd 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvsc 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvsca 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscar1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscb 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvsch 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscjr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscjsing 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscu 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscud 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mvscur1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwalk 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwalkbl2 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwalkd 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwalkj 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwalkjd 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwalku 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwalkud 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mwarr 1920 240 54.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mx5000 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
myangel 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
myangel2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
myhero 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
myherobl 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
myherok 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
myqbert 1920 240 61.419025 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mysticri 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mysticrib 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mystston 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
myststono 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
myststonoi 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
mystwarr 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mystwarra 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mystwarraa 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mystwarrj 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
mystwarru 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nam1975 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
naname 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nastar 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nastarw 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
naughtyb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
naughtyba 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
naughtybb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
naughtybc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
navarone 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
nbbatman 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nbbatmanu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ncombat 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ncombath 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ncommand 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nebulbee 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
nemesis 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nemesisuk 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nemo 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nemoj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
nemor1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neo2500 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neo3ddmo 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neobattl 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
neobombe 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neocdz 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neocstlv 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neocup98 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neodemo 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neodrift 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neogalag 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neogalaga 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neomrdo 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neonopon 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neopong 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neoponga 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neoprimo 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neotet 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neothndr 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
neoww2 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
netwars 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
newapunk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
newfant 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
newfanta 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
newpuc2 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
