22.01.2019 RGB-PI Database for FBA 0.2.97.44 (0.197) by @Fran_Tron

Name, H pixels, Scanlines, Frame Rate, H position, H zoom, V position, 
H Front Porch, H Sync, H Back Porch, V Sync, H Frequency, Core, Orientation.

Name          :  Name of game(zip) to launch.
H pixels      :  Horizontal resolution.
Scanlines     :  Vertical resolution of the game, number of lines of the game.
Frame Rate    :  Frame Rate of the game in Hz.

H Position    :  Horizontal Position, use this value to move screen horizontally.
H Zoom        :  Horizontal Zoom, use this value to zoom/unzoom horizontal screen.
V Position    :  Vertical Position, use this value to move screen vertically.

H Front Porch :  Horizontal Front Porch
H Sync        :  Horizontal Synchronisation
H Back Porch  :  Horizontal Back Porch
V Sync        :  Vertical  Synchronisation
H Frequency   :  Horizontal Frequency, can be tweaked to force 625 lines mode (e.g. 15840 at 55Hz)

Core          :  Libretro core to use.
Orientation   :  Game Orientation, can be HORIZONTAL(H) or VERTICAL(V).

bub68705a 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubblem 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubblemj 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubblemu 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubbles 1920 240 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubblesp 1920 240 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubblesr 1920 240 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubbletr 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubbletrj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubl2000 1920 224 56.180000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublbob2 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublbob2o 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublbob2p 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublbobl 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublbobl1 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublboblb 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublboblp 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublboblr 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublboblr1 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublboblu 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublcave 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublcave10 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublcave11 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bublpong 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubsymphe 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubsymphj 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bubsymphu 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bucaner 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
buccanrs 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buccanrsa 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buccanrsb 1920 256 55.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckrog 1920 224 59.090909 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckrogn 1920 224 59.090909 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckrogn2 1920 224 59.090909 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bucky 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckyaa 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckyaab 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckyea 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckyjaa 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buckyuab 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bullet 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bulletd 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
bullfgt 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buraiken 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
burglarx 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
burnforc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
burnforco 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
burningf 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
burningfh 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
burningfp 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
burningfpa 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
butasan 1920 240 54.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
butasanj 1920 240 54.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
buzzard 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
bwcasino 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
bwings 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
bwingsa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
bwingso 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
bygone 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cabal 1920 224 59.600000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cabala 1920 224 59.600000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cabaluk 1920 224 59.600000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cabalukj 1920 224 59.600000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cabalus 1920 224 59.600000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cabalus2 1920 224 59.600000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cachat 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cactus 1920 224 56.180000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadanglr 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cadash 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashf 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashg 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashi 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashj1 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashjo 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashs 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cadashu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cairblad 1920 240 60.186720 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
calibr50 1920 240 57.420000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
calipso 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
calorie 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
calorieb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cameltry 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cameltrya 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cameltryau 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cameltryj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
candance 1920 240 58.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
candory 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cannball 1920 240 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cannballv 1920 240 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cannonbp 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
canvas 1920 216 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
canyon 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
canyonp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
capbowl 1920 245 57.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
capbowl2 1920 245 57.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
capbowl3 1920 245 57.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
capbowl4 1920 245 57.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
capitol 1920 208 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
captaven 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captavena 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captavene 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captavenj 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captavenu 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captavenua 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captavenuu 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captcomm 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captcommb 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captcommb2 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captcommj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captcommjr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captcommr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
captcommu 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
car2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
carhntds 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
carjmbre 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
carnival 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
carnivalc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
carnivalh 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
carnivalha 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
casanova 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cashquiz 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
castfant 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
catacomb 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
catt 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cavelon 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cavenger 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cawing 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cawingb2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cawingbl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cawingj 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cawingr1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cawingu 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cawingur1 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cbdash 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cbnj 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cbtime 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cburnrub 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cburnrub2 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cbuster 1920 240 58.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cbusterj 1920 240 58.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cbusterw 1920 240 58.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastles 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastles1 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastles2 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastles3 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastlesf 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastlesg 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastlesj 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ccastlesp 1920 255 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cclimber 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cclimbera 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cclimberj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cclimbr2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cclimbr2a 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cdiscon1 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cdsteljn 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cencourt 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
centiped 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
centiped3 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cexplore 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cfboy0a1 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cfghtice 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cfishing 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cflyball 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cgraplop 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cgraplop2 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chainrec 1920 240 58.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chaknpop 1920 224 59.182800 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chamburger 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chameleo 1920 224 57.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
champwr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
champwrj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
champwru 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chanbara 1920 224 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
changes 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
changesa 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
charlien 1920 240 58.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chasehq 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chasehqj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chasehqju 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chasehqu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
checkman 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
checkmanj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cheekyms 1920 192 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chelnov 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chelnovj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chelnovu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chewing 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chikij 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chimerab 1920 224 56.191350 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chinagat 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chinatwn 1920 240 57.799650 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chkun 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chokchok 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
choko 1920 224 59.637405 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
choplift 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chopliftbl 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chopliftu 1920 224 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chopper 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
choppera 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chopperb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chqflag 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chqflagj 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
chukatai 1920 224 59.150000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chukataij 1920 224 59.150000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chukataija 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chukataiu 1920 224 59.150000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
chwy 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
circusc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
circusc2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
circusc3 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
circusc4 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
circuscc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
circusce 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
citybomb 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
citybombj 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
citycon 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
citycona 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
ckong 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
ckongg 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
ckongmc 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
ckongs 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
clapapa 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
clapapa2 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
clbowl 1920 245 57.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cleopatr 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cloak 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cloakfr 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cloakgr 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cloaksp 1920 232 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
clocknch 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
clocknchj 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cloud9 1920 232 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
clshroad 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
clshroadd 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
clshroads 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cltchitr 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cltchitrd 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cltchitrj 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cltchitrjd 1920 224 57.230000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cluckypo 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cmanhat 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cmissnx 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cnbe 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cndi 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cnightst 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cnightst2 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cninja 1920 240 58.238857 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cninja1 1920 240 58.238857 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cninjabl 1920 240 58.238857 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cninjau 1920 240 58.238857 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cobracom 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cobracoma 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cobracomb 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cobracomj 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cobracomja 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cobracomjb 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cocean1a 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cocean6b 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
colony7 1920 240 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
colony7a 1920 240 60.096154 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
columnsn 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
combatsc 1920 224 59.185606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
combh 1920 224 61.034091 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
commando 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
commandob 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
commandob2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
commandoj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
commandou 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
commandou2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
commandw 1920 224 58.970000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
commsega 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
comotion 1920 224 60.114504 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
condor 1920 208 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
condorn 1920 208 61.035156 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
congo 1920 224 59.999408 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
congoa 1920 224 59.999408 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contcirc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
contcircj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
contcircu 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
contcircua 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
contra 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contra1 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contrab 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contrabj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contrabj1 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contrae 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contraj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
contraj1 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cookbib 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cookbib2 1920 224 57.500000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cookbib2a 1920 224 57.500000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cookbib3 1920 224 57.500000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cookbiba 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
coozumou 1920 240 57.444853 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cop01 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cop01a 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cosmccop 1920 256 55.017606 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cosmogng 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cotton 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cottond 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
cottong 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 fba_libretro.so V
cottonj 1920 224 60.054389 -4 -27 3 48 192 240 5 15734 fba_libretro.so H
